city,location,price,bedrooms,baths,size,price_lakh,size_marla,price_per_sqft,bedroom_group,price_band
Lahore,"DHA Phase 4, DHA Defence",50000000,8,9,4500.0,500.0,20.0,11111.111111111111,7+,2.5 â€“ 5 Cr
Lahore,"DHA Phase 6, DHA Defence",28500000,3,4,1125.0,285.0,5.0,25333.333333333332,3,2.5 â€“ 5 Cr
Lahore,"State Life Housing Society, Lahore",135000000,6,7,9000.0,1350.0,40.0,15000.0,6,10 â€“ 50 Cr
Lahore,"Lake City - Sector M-1, Lake City",90000000,5,8,4500.0,900.0,20.0,20000.0,5,5 â€“ 10 Cr
Lahore,"Canal Garden - Tip Sector, Canal Garden",13500000,3,4,1125.0,135.0,5.0,12000.0,3,50L â€“ 2.5 Cr
Lahore,"Nespak Scheme Phase 1, College Road",210000000,7,8,13500.0,2100.0,60.0,15555.555555555555,7+,10 â€“ 50 Cr
Lahore,"Askari 10 - Sector F, Askari 10",50000000,4,5,2700.0,500.0,12.0,18518.51851851852,4,2.5 â€“ 5 Cr
Lahore,"DHA 9 Town - Block A, DHA 9 Town",24000000,3,4,1125.0,240.0,5.0,21333.333333333332,3,50L â€“ 2.5 Cr
Lahore,"DHA 9 Town - Block A, DHA 9 Town",24000000,3,5,1125.0,240.0,5.0,21333.333333333332,3,50L â€“ 2.5 Cr
Lahore,"Wapda Town, Lahore",65000000,7,6,4500.0,650.0,20.0,14444.444444444445,7+,5 â€“ 10 Cr
Lahore,"DHA 9 Town, DHA Defence",17900000,3,4,1125.0,179.0,5.0,15911.111111111111,3,50L â€“ 2.5 Cr
Lahore,"DHA 11 Rahbar Phase 2 Extension - Block P, DHA 11 Rahbar Phase 2 Extension",21000000,3,4,1125.0,210.0,5.0,18666.666666666668,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6 - Block F, DHA Phase 6",350000000,6,7,12150.0,3500.0,54.0,28806.584362139918,6,10 â€“ 50 Cr
Lahore,"DHA Phase 6, DHA Defence",101500000,5,6,4500.0,1015.0,20.0,22555.555555555555,5,10 â€“ 50 Cr
Lahore,"DHA Phase 6, DHA Defence",55000000,5,6,2250.0,550.0,10.0,24444.444444444445,5,5 â€“ 10 Cr
Lahore,"DHA Phase 1, DHA Defence",39500000,4,5,2250.0,395.0,10.0,17555.555555555555,4,2.5 â€“ 5 Cr
Lahore,"DHA Phase 2, DHA Defence",35000000,4,5,2250.0,350.0,10.0,15555.555555555555,4,2.5 â€“ 5 Cr
Lahore,"Canal Valley, Main Canal Bank Road",17500000,3,3,1125.0,175.0,5.0,15555.555555555555,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",72000000,5,6,4500.0,720.0,20.0,16000.0,5,5 â€“ 10 Cr
Lahore,"DHA Phase 6, DHA Defence",72500000,6,6,4500.0,725.0,20.0,16111.111111111111,6,5 â€“ 10 Cr
Lahore,"DHA Phase 7, DHA Defence",79000000,5,6,4500.0,790.0,20.0,17555.555555555555,5,5 â€“ 10 Cr
Lahore,"DHA 9 Town - Block A, DHA 9 Town",25500000,3,4,1125.0,255.0,5.0,22666.666666666668,3,2.5 â€“ 5 Cr
Lahore,"Township - Sector C1, Township",28500000,6,6,2250.0,285.0,10.0,12666.666666666666,6,2.5 â€“ 5 Cr
Lahore,"Lake City - Sector M-7B, Lake City",22500000,0,0,1125.0,225.0,5.0,20000.0,0 (Plot),50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",26000000,3,3,1125.0,260.0,5.0,23111.11111111111,3,2.5 â€“ 5 Cr
Lahore,"Lake City - Sector M-1, Lake City",33000000,3,3,2250.0,330.0,10.0,14666.666666666666,3,2.5 â€“ 5 Cr
Lahore,"DHA Phase 5 - Block K, DHA Phase 5",49000000,5,5,2250.0,490.0,10.0,21777.777777777777,5,2.5 â€“ 5 Cr
Lahore,"Bahria Town - Sector C, Bahria Town",4000000,1,1,428.0,40.0,1.9022222222222223,9345.794392523365,1,< 50 Lakh
Lahore,"DHA Phase 8 - Ex Park View, DHA Phase 8",80000000,5,6,4500.0,800.0,20.0,17777.777777777777,5,5 â€“ 10 Cr
Lahore,"DHA Phase 7, DHA Defence",55000000,5,6,4500.0,550.0,20.0,12222.222222222223,5,5 â€“ 10 Cr
Lahore,"Chinar Bagh, Lahore",33000000,6,7,4500.0,330.0,20.0,7333.333333333333,6,2.5 â€“ 5 Cr
Lahore,"DHA 9 Town, DHA Defence",18800000,3,4,1125.0,188.0,5.0,16711.11111111111,3,50L â€“ 2.5 Cr
Lahore,"DHA 9 Town, DHA Defence",17500000,3,4,1125.0,175.0,5.0,15555.555555555555,3,50L â€“ 2.5 Cr
Lahore,"DHA 9 Town, DHA Defence",17000000,3,4,1125.0,170.0,5.0,15111.111111111111,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 1, DHA Defence",49000000,4,5,2250.0,490.0,10.0,21777.777777777777,4,2.5 â€“ 5 Cr
Lahore,"DHA Phase 3, DHA Defence",67500000,5,6,2250.0,675.0,10.0,30000.0,5,5 â€“ 10 Cr
Lahore,"DHA 9 Town, DHA Defence",38500000,3,4,1800.0,385.0,8.0,21388.88888888889,3,2.5 â€“ 5 Cr
Lahore,"Paragon City, Lahore",75000000,5,6,4500.0,750.0,20.0,16666.666666666668,5,5 â€“ 10 Cr
Lahore,"Township Sector C2 - Block 1, Township - Sector C2",28500000,6,6,2250.0,285.0,10.0,12666.666666666666,6,2.5 â€“ 5 Cr
Lahore,"Askari 10 - Sector F, Askari 10",34000000,3,3,2250.0,340.0,10.0,15111.111111111111,3,2.5 â€“ 5 Cr
Lahore,"DHA Phase 6, DHA Defence",70000000,5,6,4500.0,700.0,20.0,15555.555555555555,5,5 â€“ 10 Cr
Lahore,"Sui Gas Housing Society, Lahore",65000000,5,5,4500.0,650.0,20.0,14444.444444444445,5,5 â€“ 10 Cr
Lahore,"Bridge Colony, Cantt",140000000,5,6,7200.0,1400.0,32.0,19444.444444444445,5,10 â€“ 50 Cr
Lahore,"Khayaban-e-Amin - Block M, Khayaban-e-Amin",28000000,5,6,2250.0,280.0,10.0,12444.444444444445,5,2.5 â€“ 5 Cr
Lahore,"Johar Town, Lahore",32800000,5,5,2250.0,328.0,10.0,14577.777777777777,5,2.5 â€“ 5 Cr
Lahore,"Lake City - Sector M-3 Extension, Lake City",42000000,6,7,2250.0,420.0,10.0,18666.666666666668,6,2.5 â€“ 5 Cr
Lahore,"DHA 9 Town - Block B, DHA 9 Town",25000000,3,4,1125.0,250.0,5.0,22222.222222222223,3,50L â€“ 2.5 Cr
Lahore,"Palm City - Block A, Palm City",15000000,3,4,1125.0,150.0,5.0,13333.333333333334,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",71900000,5,6,4500.0,719.0,20.0,15977.777777777777,5,5 â€“ 10 Cr
Lahore,"PAF Falcon Complex, Gulberg",83000000,5,6,4500.0,830.0,20.0,18444.444444444445,5,5 â€“ 10 Cr
Lahore,"Model Town, Lahore",235000000,6,6,8100.0,2350.0,36.0,29012.345679012345,6,10 â€“ 50 Cr
Lahore,"DHA Phase 5, DHA Defence",51000000,4,5,2250.0,510.0,10.0,22666.666666666668,4,5 â€“ 10 Cr
Lahore,"DHA Phase 6, DHA Defence",160000000,6,7,9000.0,1600.0,40.0,17777.777777777777,6,10 â€“ 50 Cr
Lahore,"DHA Phase 1, DHA Defence",180000000,5,6,9000.0,1800.0,40.0,20000.0,5,10 â€“ 50 Cr
Lahore,"DHA Phase 6 - Block F, DHA Phase 6",74900000,5,6,4500.0,749.0,20.0,16644.444444444445,5,5 â€“ 10 Cr
Lahore,"Johar Town Phase 2, Johar Town",25000000,5,6,1125.0,250.0,5.0,22222.222222222223,5,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",41000000,3,4,1575.0,410.0,7.0,26031.74603174603,3,2.5 â€“ 5 Cr
Lahore,"DHA Phase 6, DHA Defence",42000000,4,5,2250.0,420.0,10.0,18666.666666666668,4,2.5 â€“ 5 Cr
Lahore,"DHA Phase 6, DHA Defence",41500000,3,4,1575.0,415.0,7.0,26349.20634920635,3,2.5 â€“ 5 Cr
Lahore,"DHA 9 Town, DHA Defence",16500000,3,4,1125.0,165.0,5.0,14666.666666666666,3,50L â€“ 2.5 Cr
Lahore,"Khayaban-e-Amin - Block M, Khayaban-e-Amin",28000000,5,5,2250.0,280.0,10.0,12444.444444444445,5,2.5 â€“ 5 Cr
Lahore,"Bedian Road, Lahore",29000000,5,6,2250.0,290.0,10.0,12888.888888888889,5,2.5 â€“ 5 Cr
Lahore,"Lake City - Sector M7 - Block A, Lake City - Sector M-7",29000000,4,5,1575.0,290.0,7.0,18412.698412698413,4,2.5 â€“ 5 Cr
Lahore,"DHA 9 Town, DHA Defence",20000000,3,4,1125.0,200.0,5.0,17777.777777777777,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",64000000,5,6,4500.0,640.0,20.0,14222.222222222223,5,5 â€“ 10 Cr
Lahore,"Bankers Avenue Cooperative Housing Society, Lahore",30000000,5,6,2250.0,300.0,10.0,13333.333333333334,5,2.5 â€“ 5 Cr
Lahore,"Bedian Road, Lahore",10800000,3,4,1125.0,108.0,5.0,9600.0,3,50L â€“ 2.5 Cr
Lahore,"State Life Housing Society, Lahore",65000000,5,6,4500.0,650.0,20.0,14444.444444444445,5,5 â€“ 10 Cr
Lahore,"DHA Phase 8, DHA Defence",71000000,5,6,4500.0,710.0,20.0,15777.777777777777,5,5 â€“ 10 Cr
Lahore,"DHA Phase 5 - Block E, DHA Phase 5",92500000,5,6,4500.0,925.0,20.0,20555.555555555555,5,5 â€“ 10 Cr
Lahore,"Al-Kabir Town - Phase 2, Al-Kabir Town",11500000,3,3,675.0,115.0,3.0,17037.037037037036,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",105000000,5,5,4500.0,1050.0,20.0,23333.333333333332,5,10 â€“ 50 Cr
Lahore,"Gulberg 2 - Block P, Gulberg 2",320000000,8,9,4500.0,3200.0,20.0,71111.11111111111,7+,10 â€“ 50 Cr
Lahore,"DHA Phase 6, DHA Defence",79000000,5,6,4500.0,790.0,20.0,17555.555555555555,5,5 â€“ 10 Cr
Lahore,"DHA Phase 6, DHA Defence",81500000,5,6,4500.0,815.0,20.0,18111.11111111111,5,5 â€“ 10 Cr
Lahore,"DHA Phase 5 - Block B, DHA Phase 5",125000000,6,7,4500.0,1250.0,20.0,27777.777777777777,6,10 â€“ 50 Cr
Lahore,"DHA Phase 2, DHA Defence",219500000,6,7,9000.0,2195.0,40.0,24388.88888888889,6,10 â€“ 50 Cr
Lahore,"DHA 9 Town, DHA Defence",18500000,3,5,1125.0,185.0,5.0,16444.444444444445,3,50L â€“ 2.5 Cr
Lahore,"DHA 9 Town, DHA Defence",18000000,3,5,1125.0,180.0,5.0,16000.0,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",48000000,4,5,2250.0,480.0,10.0,21333.333333333332,4,2.5 â€“ 5 Cr
Lahore,"DHA Phase 6, DHA Defence",45500000,4,5,2250.0,455.0,10.0,20222.222222222223,4,2.5 â€“ 5 Cr
Lahore,"DHA Phase 6, DHA Defence",142500000,7,8,9000.0,1425.0,40.0,15833.333333333334,7+,10 â€“ 50 Cr
Lahore,"PCSIR Housing Scheme Phase 2 - Block B, PCSIR Housing Scheme Phase 2",55000000,5,5,4500.0,550.0,20.0,12222.222222222223,5,5 â€“ 10 Cr
Lahore,"Johar Town Phase 2, Johar Town",4000000,1,1,450.0,40.0,2.0,8888.888888888889,1,< 50 Lakh
Lahore,"Johar Town Phase 1 - Block B3, Johar Town Phase 1",17000000,4,4,1125.0,170.0,5.0,15111.111111111111,4,50L â€“ 2.5 Cr
Lahore,"Johar Town Phase 1 - Block G, Johar Town Phase 1",40000000,4,4,2250.0,400.0,10.0,17777.777777777777,4,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 1, Johar Town",60000000,5,5,4500.0,600.0,20.0,13333.333333333334,5,5 â€“ 10 Cr
Lahore,"PCSIR Housing Scheme Phase 2, PCSIR Housing Scheme",40000000,5,5,2025.0,400.0,9.0,19753.086419753086,5,2.5 â€“ 5 Cr
Lahore,"Askari 10 - Sector F, Askari 10",67500000,4,5,3825.0,675.0,17.0,17647.058823529413,4,5 â€“ 10 Cr
Lahore,"Johar Town Phase 2, Johar Town",42000000,5,5,2700.0,420.0,12.0,15555.555555555555,5,2.5 â€“ 5 Cr
Lahore,"State Life Phase 1 - Block A, State Life Housing Phase 1",16500000,3,4,1125.0,165.0,5.0,14666.666666666666,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6 - Block L, DHA Phase 6",65000000,4,5,2250.0,650.0,10.0,28888.88888888889,4,5 â€“ 10 Cr
Lahore,"State Life Phase 1 - Block E, State Life Housing Phase 1",65000000,5,6,4500.0,650.0,20.0,14444.444444444445,5,5 â€“ 10 Cr
Lahore,"SJ Garden, Bedian Road",10800000,3,4,1125.0,108.0,5.0,9600.0,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",83000000,5,6,4500.0,830.0,20.0,18444.444444444445,5,5 â€“ 10 Cr
Lahore,"DHA Phase 6, DHA Defence",83500000,5,6,4500.0,835.0,20.0,18555.555555555555,5,5 â€“ 10 Cr
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",71000000,5,6,4500.0,710.0,20.0,15777.777777777777,5,5 â€“ 10 Cr
Lahore,"Punjab Small Industries Colony, Lahore",55000000,8,9,3150.0,550.0,14.0,17460.31746031746,7+,5 â€“ 10 Cr
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",105000000,5,6,5400.0,1050.0,24.0,19444.444444444445,5,10 â€“ 50 Cr
Lahore,"DHA Phase 5, DHA Defence",157500000,6,7,4500.0,1575.0,20.0,35000.0,6,10 â€“ 50 Cr
Lahore,"Johar Town Phase 2, Johar Town",27500000,5,6,1125.0,275.0,5.0,24444.444444444445,5,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 2, Johar Town",19000000,4,5,1125.0,190.0,5.0,16888.88888888889,4,50L â€“ 2.5 Cr
Lahore,"DHA Phase 7, DHA Defence",38500000,4,5,2250.0,385.0,10.0,17111.11111111111,4,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 1, Johar Town",40000000,5,5,2700.0,400.0,12.0,14814.814814814816,5,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 1 - Block G, Johar Town Phase 1",60000000,6,6,5400.0,600.0,24.0,11111.111111111111,6,5 â€“ 10 Cr
Lahore,"PIA Housing Scheme, Lahore",26000000,5,5,2250.0,260.0,10.0,11555.555555555555,5,2.5 â€“ 5 Cr
Lahore,"PCSIR Housing Scheme Phase 2, PCSIR Housing Scheme",21500000,4,4,1012.0,215.0,4.497777777777777,21245.059288537548,4,50L â€“ 2.5 Cr
Lahore,"Wapda Town, Lahore",85000000,7,8,9000.0,850.0,40.0,9444.444444444445,7+,5 â€“ 10 Cr
Lahore,"Johar Town Phase 2, Johar Town",26000000,5,5,1125.0,260.0,5.0,23111.11111111111,5,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 2, Johar Town",21000000,5,5,1125.0,210.0,5.0,18666.666666666668,5,50L â€“ 2.5 Cr
Lahore,"Bahria Town - Nargis Block, Bahria Town - Sector C",32500000,5,6,2250.0,325.0,10.0,14444.444444444445,5,2.5 â€“ 5 Cr
Lahore,"Bedian Road, Lahore",31200000,2,2,18000.0,312.0,80.0,1733.3333333333333,2,2.5 â€“ 5 Cr
Lahore,"Bankers Avenue - Block H, Bankers Avenue Cooperative Housing Society",27000000,4,5,2250.0,270.0,10.0,12000.0,4,2.5 â€“ 5 Cr
Lahore,"Bedian Road, Lahore",26000000,1,1,18000.0,260.0,80.0,1444.4444444444443,1,2.5 â€“ 5 Cr
Lahore,"Central Park - Block A, Central Park Housing Scheme",27000000,5,6,2250.0,270.0,10.0,12000.0,5,2.5 â€“ 5 Cr
Lahore,"Bankers Co-operative Housing Society, Lahore",21000000,3,4,1125.0,210.0,5.0,18666.666666666668,3,50L â€“ 2.5 Cr
Lahore,"Bahria Town - Talha Block, Bahria Town - Sector E",1750000,1,1,450.0,17.5,2.0,3888.8888888888887,1,< 50 Lakh
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",101000000,5,6,5400.0,1010.0,24.0,18703.703703703704,5,10 â€“ 50 Cr
Lahore,"DHA Phase 7, DHA Defence",69500000,5,6,4500.0,695.0,20.0,15444.444444444445,5,5 â€“ 10 Cr
Lahore,"DHA Phase 5, DHA Defence",53000000,5,6,2250.0,530.0,10.0,23555.555555555555,5,5 â€“ 10 Cr
Lahore,"DHA Phase 1, DHA Defence",170000000,5,6,9000.0,1700.0,40.0,18888.88888888889,5,10 â€“ 50 Cr
Lahore,"DHA Phase 6, DHA Defence",88200000,5,6,4500.0,882.0,20.0,19600.0,5,5 â€“ 10 Cr
Lahore,"Punjab Coop Housing Society, Lahore",33500000,4,5,2250.0,335.0,10.0,14888.888888888889,4,2.5 â€“ 5 Cr
Lahore,"Bahria Town - Sector E, Bahria Town",28000000,5,7,2250.0,280.0,10.0,12444.444444444445,5,2.5 â€“ 5 Cr
Lahore,"Khayaban-e-Amin - Block G, Khayaban-e-Amin",11000000,3,2,1125.0,110.0,5.0,9777.777777777777,3,50L â€“ 2.5 Cr
Lahore,"Bahria Town - Overseas Enclave, Bahria Town",30000000,5,6,2250.0,300.0,10.0,13333.333333333334,5,2.5 â€“ 5 Cr
Lahore,"Punjab University Phase 2 - Block B, Punjab University Society Phase 2",21500000,5,5,1575.0,215.0,7.0,13650.79365079365,5,50L â€“ 2.5 Cr
Lahore,"Johar Town Phase 1, Johar Town",43500000,5,5,3150.0,435.0,14.0,13809.52380952381,5,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 2 - Block J3, Johar Town Phase 2",19500000,5,5,1125.0,195.0,5.0,17333.333333333332,5,50L â€“ 2.5 Cr
Lahore,"Johar Town Phase 2, Johar Town",36500000,6,6,1688.0,365.0,7.502222222222223,21623.222748815166,6,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 2 - Block R1, Johar Town Phase 2",18000000,5,5,1125.0,180.0,5.0,16000.0,5,50L â€“ 2.5 Cr
Lahore,"Johar Town Phase 2 - Block H2, Johar Town Phase 2",21000000,5,5,1125.0,210.0,5.0,18666.666666666668,5,50L â€“ 2.5 Cr
Lahore,"Al Rehman Phase 2 - Block J, Al Rehman Garden Phase 2",18000000,5,6,1350.0,180.0,6.0,13333.333333333334,5,50L â€“ 2.5 Cr
Lahore,"DHA 11 Rahbar Phase 1 - Block E, DHA 11 Rahbar Phase 1",47500000,5,5,2250.0,475.0,10.0,21111.11111111111,5,2.5 â€“ 5 Cr
Lahore,"DHA Phase 8, DHA Defence",46000000,4,4,2250.0,460.0,10.0,20444.444444444445,4,2.5 â€“ 5 Cr
Lahore,"Central Park - Block A, Central Park Housing Scheme",27500000,5,6,2250.0,275.0,10.0,12222.222222222223,5,2.5 â€“ 5 Cr
Lahore,"DHA Phase 7, DHA Defence",66000000,5,6,4500.0,660.0,20.0,14666.666666666666,5,5 â€“ 10 Cr
Lahore,"DHA Phase 7, DHA Defence",60000000,5,6,4500.0,600.0,20.0,13333.333333333334,5,5 â€“ 10 Cr
Lahore,"Bahria Town - Sector C, Bahria Town",6500000,1,1,315.0,65.0,1.4,20634.920634920636,1,50L â€“ 2.5 Cr
Lahore,"DHA 9 Town, DHA Defence",24500000,3,4,1125.0,245.0,5.0,21777.777777777777,3,50L â€“ 2.5 Cr
Lahore,"Gulberg, Lahore",24600000,1,1,810.0,246.0,3.6,30370.37037037037,1,50L â€“ 2.5 Cr
Lahore,"Bahria Town - Sector F, Bahria Town",26000000,5,6,2250.0,260.0,10.0,11555.555555555555,5,2.5 â€“ 5 Cr
Lahore,"Bahria Town - Overseas B, Bahria Town - Overseas Enclave",66000000,5,6,4500.0,660.0,20.0,14666.666666666666,5,5 â€“ 10 Cr
Lahore,"Bahria Town - Nargis Block, Bahria Town - Sector C",37100000,5,6,2250.0,371.0,10.0,16488.88888888889,5,2.5 â€“ 5 Cr
Lahore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",19000000,3,4,1125.0,190.0,5.0,16888.88888888889,3,50L â€“ 2.5 Cr
Lahore,"Johar Town Phase 1 - Block B1, Johar Town Phase 1",50000000,6,6,4500.0,500.0,20.0,11111.111111111111,6,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 1, Johar Town",35000000,5,5,2700.0,350.0,12.0,12962.962962962964,5,2.5 â€“ 5 Cr
Lahore,"Bedian Road, Lahore",9000000,3,4,788.0,90.0,3.502222222222222,11421.319796954314,3,50L â€“ 2.5 Cr
Lahore,"Wapda Town Phase 1 - Block J2, Wapda Town Phase 1",35000000,5,5,2362.0,350.0,10.497777777777777,14817.950889077054,5,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 2, Johar Town",70000000,5,5,4500.0,700.0,20.0,15555.555555555555,5,5 â€“ 10 Cr
Lahore,"DHA Phase 1 - Block M, DHA Phase 1",55000000,4,5,4500.0,550.0,20.0,12222.222222222223,4,5 â€“ 10 Cr
Lahore,"Johar Town Phase 1, Johar Town",21000000,4,4,1125.0,210.0,5.0,18666.666666666668,4,50L â€“ 2.5 Cr
Lahore,"DHA Phase 7, DHA Defence",82000000,5,6,4500.0,820.0,20.0,18222.222222222223,5,5 â€“ 10 Cr
Lahore,"Central Park Housing Scheme, Lahore",24000000,3,4,2250.0,240.0,10.0,10666.666666666666,3,50L â€“ 2.5 Cr
Lahore,"Park View City, Lahore",15000000,4,5,1125.0,150.0,5.0,13333.333333333334,4,50L â€“ 2.5 Cr
Lahore,"Formanites Housing Scheme - Block M, Formanites Housing Scheme",35000000,5,6,2250.0,350.0,10.0,15555.555555555555,5,2.5 â€“ 5 Cr
Lahore,"Elite Town - Block D, Elite Town",11700000,4,6,1125.0,117.0,5.0,10400.0,4,50L â€“ 2.5 Cr
Lahore,"Central Park - Block A1, Central Park Housing Scheme",15800000,3,3,1125.0,158.0,5.0,14044.444444444445,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",65000000,5,6,4500.0,650.0,20.0,14444.444444444445,5,5 â€“ 10 Cr
Lahore,"Bahria Town - Sector B, Bahria Town",21500000,0,0,2250.0,215.0,10.0,9555.555555555555,0 (Plot),50L â€“ 2.5 Cr
Lahore,"State Life Housing Society, Lahore",34800000,4,5,2250.0,348.0,10.0,15466.666666666666,4,2.5 â€“ 5 Cr
Lahore,"Bahria Town - Sector C, Bahria Town",38400000,5,6,2250.0,384.0,10.0,17066.666666666668,5,2.5 â€“ 5 Cr
Lahore,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",45000000,4,5,2250.0,450.0,10.0,20000.0,4,2.5 â€“ 5 Cr
Lahore,"DHA Phase 7, DHA Defence",45000000,4,5,2250.0,450.0,10.0,20000.0,4,2.5 â€“ 5 Cr
Lahore,"Bahria Town - Umar Block, Bahria Town - Sector B",22500000,3,4,1125.0,225.0,5.0,20000.0,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 6, DHA Defence",76500000,5,6,4500.0,765.0,20.0,17000.0,5,5 â€“ 10 Cr
Lahore,"Johar Town Phase 2, Johar Town",30000000,5,5,2250.0,300.0,10.0,13333.333333333334,5,2.5 â€“ 5 Cr
Lahore,"Canal View, Lahore",45000000,5,5,3150.0,450.0,14.0,14285.714285714286,5,2.5 â€“ 5 Cr
Lahore,"Johar Town Phase 2 - Block Q, Johar Town Phase 2",20500000,5,5,1125.0,205.0,5.0,18222.222222222223,5,50L â€“ 2.5 Cr
Lahore,"Johar Town Phase 2, Johar Town",20000000,5,5,1125.0,200.0,5.0,17777.777777777777,5,50L â€“ 2.5 Cr
Lahore,"DHA Phase 4, DHA Defence",62500000,5,6,4500.0,625.0,20.0,13888.888888888889,5,5 â€“ 10 Cr
Lahore,"DHA Phase 5, DHA Defence",80000000,5,6,4500.0,800.0,20.0,17777.777777777777,5,5 â€“ 10 Cr
Lahore,"DHA Phase 6 - Block L, DHA Phase 6",100000000,6,6,4500.0,1000.0,20.0,22222.222222222223,6,5 â€“ 10 Cr
Lahore,"DHA Phase 6 - Block D, DHA Phase 6",110000000,6,6,4500.0,1100.0,20.0,24444.444444444445,6,10 â€“ 50 Cr
Lahore,"Canal Garden - Block E, Canal Garden",27500000,5,6,2250.0,275.0,10.0,12222.222222222223,5,2.5 â€“ 5 Cr
Lahore,"DHA Phase 7 - Block T, DHA Phase 7",77500000,5,6,4500.0,775.0,20.0,17222.222222222223,5,5 â€“ 10 Cr
Lahore,"Central Park - Block A, Central Park Housing Scheme",15000000,3,4,1125.0,150.0,5.0,13333.333333333334,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 5, DHA Defence",45000000,4,5,2250.0,450.0,10.0,20000.0,4,2.5 â€“ 5 Cr
Lahore,"DHA Phase 6, DHA Defence",150000000,6,7,4500.0,1500.0,20.0,33333.333333333336,6,10 â€“ 50 Cr
Lahore,"Bahria Town - Iris Block, Bahria Town - Sector C",35900000,5,6,2250.0,359.0,10.0,15955.555555555555,5,2.5 â€“ 5 Cr
Lahore,"DHA 9 Town - Block A, DHA 9 Town",21000000,3,4,1125.0,210.0,5.0,18666.666666666668,3,50L â€“ 2.5 Cr
Lahore,"Bahria Town - Sector C, Bahria Town",34900000,5,6,2250.0,349.0,10.0,15511.111111111111,5,2.5 â€“ 5 Cr
Lahore,"DHA Phase 5, DHA Defence",61000000,5,5,2250.0,610.0,10.0,27111.11111111111,5,5 â€“ 10 Cr
Lahore,"DHA Phase 3, DHA Defence",26000000,4,5,1125.0,260.0,5.0,23111.11111111111,4,2.5 â€“ 5 Cr
Lahore,"DHA Phase 6 - Block K, DHA Phase 6",110000000,6,6,4500.0,1100.0,20.0,24444.444444444445,6,10 â€“ 50 Cr
Lahore,"DHA Phase 6 - Block K, DHA Phase 6",79000000,5,6,4500.0,790.0,20.0,17555.555555555555,5,5 â€“ 10 Cr
Lahore,"DHA Phase 7 - Block Z2, DHA Phase 7",70000000,5,6,4500.0,700.0,20.0,15555.555555555555,5,5 â€“ 10 Cr
Lahore,"DHA Phase 7 - Block Q, DHA Phase 7",88000000,5,6,4500.0,880.0,20.0,19555.555555555555,5,5 â€“ 10 Cr
Lahore,"Bahria Town - Jinnah Block, Bahria Town - Sector E",18500000,3,4,1125.0,185.0,5.0,16444.444444444445,3,50L â€“ 2.5 Cr
Lahore,"Canal Garden, Lahore",14000000,3,4,675.0,140.0,3.0,20740.74074074074,3,50L â€“ 2.5 Cr
Lahore,"DHA Phase 7 - Block U, DHA Phase 7",93000000,5,6,4500.0,930.0,20.0,20666.666666666668,5,5 â€“ 10 Cr
Lahore,"Canal Garden, Lahore",22500000,5,6,2250.0,225.0,10.0,10000.0,5,50L â€“ 2.5 Cr
Lahore,"State Life Phase 1 - Block D, State Life Housing Phase 1",75000000,5,7,4500.0,750.0,20.0,16666.666666666668,5,5 â€“ 10 Cr
Lahore,"DHA Phase 4, DHA Defence",145000000,5,6,9000.0,1450.0,40.0,16111.111111111111,5,10 â€“ 50 Cr
Lahore,"DHA Phase 7, DHA Defence",81500000,5,6,4500.0,815.0,20.0,18111.11111111111,5,5 â€“ 10 Cr
Lahore,"DHA Phase 3, DHA Defence",50000000,5,6,4500.0,500.0,20.0,11111.111111111111,5,2.5 â€“ 5 Cr
Lahore,"DHA Phase 5, DHA Defence",73400000,5,6,4500.0,734.0,20.0,16311.111111111111,5,5 â€“ 10 Cr
